jn_id,ghap_id,layer_id,title,record_type,description,latitude,longitude,datestart,dateend,source,linkback,created_at,updated_at,Source_ID,LanguageGroup,Colony,StateOrTerritory,PoliceDistrict,KnownDate,AttackTime,Victims,VictimsDead,VictimDescription,Attackers,AttackersDead,AttackerDescription,Transport,Motive,WeaponsUsed,CorroborationRating,RetaliationForDeaths,VictimNotes,AboriginalPlaceName,AttackerNotes,MassacreGroup,AttackerNames,KNN1,KNN2,KNN3,War,Stage,WarStage,Region,Period
394,td0de4,1336,Waterloo Station,Site,"Darrell Lewis (2018, pp 51-52) wrote: 'The name Waterloo is said to be a reference to the ""unrestrained slaughter"" of local Aborigines by police after the spearing of ""Big Johnny"" Durack near Mount Duncan in 1886 (Pollard 1970, p 30; see also Moore, n.d.)... Michael Terry also heard about a fight between a group of white men and 100 Aborigines ""by Waterloo Hill"" after the spearing of ""J Larry"" Durack (Terry, 1928, entry for October 30th).' 'Doug Moore (n.d. p 6) also recounts that: ""Waterloo Station was named on account of the battle with natives there years ago. Ammunition ran out so there was wholesale slaughter of natives. This told to me by my boy Jerry who escaped; he hid in an ant-bed then sneaked away in the dark""' . <i>NTTG</i> reported on December 25, 1886 (p. 2) that 'A party of six troopers has been sent out in search of the murderers of the late John Durack. Another party, including the unfortunate man's brothers and several other Europeans has also started after the offending tribe. We trust they will find them and administer a lesson such as will not be soon forgotten'. Mary Durack (2018 [1959] pp  292-294) noted that 'the conspiracy of silence that sealed the lips of the pioneers added colour to the rumours that spread abroad so that whereas we know they took much rough justice into their own hands they were no doubt less devastating to the local tribes than was sometimes said. ""Punitive expeditions"", like brumby musters, took a great deal of time and organisation...One lesson they learned from this chase, however, was that ""treachery"" on the part of the blacks must be met with ""strategy"" by the whites'.",-16.618,129.297,1886-11-17,1887-01-21,"Lewis, 2018, pp 51-52; <i>SA Register</i>, December 9, 1886, p 5 <a href=""http://nla.gov.au/nla.news-article45846815"">http://nla.gov.au/nla.news-article45846815</a>; <i>North Australian</i>, December 10, 1886, p 3 <a href=""http://nla.gov.au/nla.news-article47996152"">https://trove.nla.gov.au/newspaper/article/47996152</a> December 24, 1896, p 3 <a href=""http://nla.gov.au/nla.news-article47996205"">http://nla.gov.au/nla.news-article47996205</a> and January 21, 1887 p 2 <a href=""http://nla.gov.au/nla.news-article47996309"">http://nla.gov.au/nla.news-article47996309</a>; p 3 <a href=""http://nla.gov.au/nla.news-article47996318"">http://nla.gov.au/nla.news-article47996318</a>; <i>NTTG</i>, December 11, 1886, p 3 <a href=""http://nla.gov.au/nla.news-article3160525"">http://nla.gov.au/nla.news-article3160525</a> and December 25, 1886, p 2 <a href=""http://nla.gov.au/nla.news-article3160570"">http://nla.gov.au/nla.news-article3160570</a>; Durack, 2018 [1959], pp 292-294.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=744,2024-06-01 00:06:22,2024-11-17 15:29:54,744,Ngarinman,SA,NT,Wyndham,1886,Day,Aboriginal or Torres Strait Islander People,100,Aboriginal,Colonists,0,"Mounted Police, Pastoralist(s)",Horse,Reprisal,Firearm(s),***,0,"Men, women and children.",,,"1886: John Durack Massacres, NT/WA",,108,34,14,Kimberley East,Early,Kimberley East: Early,North West,North
184,td0d32,1336,Goose Hill - East Kimberley,Site,"In September 1888, on what appeared 'a routine police patrol to investigate horse spearing, PC Graham and others, including his native assistant Banjo, shot and killed Aboriginal people at Goose Hill' in the East Kimberley (Owen, 2016, p 236). After rumours circulated that a lot more people were killed, more evidence came out. There were five more colonists including a man called Howard and another called Liddelton with the police party and they had all agreed to launch a punitive expedition to 'teach them a lesson' for spearing colonists' horses. Police officer Richard Troy charged all the men with murder which caused outrage in the town of Wyndham and there were fears the townspeople would try and break the accused out of prison. Though charged, none were convicted due to 'lack of evidence.' When Howard was confronted with the charge of 'murdering five natives', he told police that he thought the killings might have 'blown over', remarking that 'I cannot see that I have done much wrong' (CSO, 'Government Resident Wyndham - Natives (5) shot by PC. Graham & others in April 88). It is pos­sible that over sixteen times more Aboriginal people (including women and children) were killed than the ones mentioned. The <i>Sunday Times</i> September 13, 1908 corroborates much of the detail and suggested that 'as many as eighty natives may have been butchered' (<i>Sunday Times</i>, September 13, 1908, p 3).",-15.584,128.349,1888-04-01,1888-04-30,"CSO, 'Government Resident Wyndham - Natives (5) shot by PC. Graham & others in April 88. Report,' File Note G.B. Phillips, Commissioner of Police to Hon. Colonial Secretary, enclosing reports from Sergeant Troy and statements from PC Graham and native assistant Banjo, 2 October 1888, SROWA, AN 24, Acc. 527, File 2776/1888; <i>Sunday Times</i>, September 13, 1908, p 3 <a href=""https://trove.nla.gov.au/newspaper/article/57585524/4330457"">https://trove.nla.gov.au/newspaper/article/57585524/4330457</a>; Owen, 2016, pp 236-240.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=897,2024-06-01 00:06:21,2024-11-17 15:29:54,897,"Kitja, Worla",WA,WA,Halls Creek - East Kimberley,April 1888,Day,Aboriginal or Torres Strait Islander People,6,,Colonists,0,"Settler(s), Police, Pastoralist(s)",Horse,Reprisal,"Revolver(s), Winchester(s)",***,Reprisal for spearing of a horse.,6- 80,,,,,95,35,14,Kimberley East,Early,Kimberley East: Early,North West,North
403,td0d33,1336,Goldfields Road - Halls Creek,Site,"In July 1888 George Barnett was speared and killed by Jaru/Kija people while travelling between Fletcher Creek and Halls Creek. In reprisal, a punitive expedition was launched which resulted in 'a massacre that is regarded as one of the most sweeping in local history' (Durack, 1936, pp 35-36). The massacre was widely publicised throughout the district with the editor of <i>Northern Territory Times</i> (voicing public opinion) writing that the police should disregard any laws, and 'simply admonish them and disperse them in the Queensland fashion' implying to shoot them all (<i>Northern Territory Times</i>, August 18, 1888 p 3). The <i>Eastern Districts Chronicle</i> posited that the punitive expedition: 'travelled over 700 miles [1127 kilometres]. The party found and dispersed over 600 adult male natives and a number of females and children' (<i>Eastern Districts Chronicle</i>, October  13, 1888,  p 2). The 1929 memoirs of August Lucanus, a special constable (and former German soldier and former South Australian Mounted Constable) in the punitive expedition, stated only that 'there must have been at least 200 blacks, and they had not even tried to obliterate their tracks, we soon overtook them and they put up a fight, the women howling and sooling the men on to us. We dispersed them at last, and returned to Wyndham' (Clement & Bridge 1991, p 46). Mary Durack added that 'Barnett's brother cut a triangular notch in the stock of his rifle for every native he shot with it...and the notches numbered thirty-five!' (Durack, 1936, p 35).  Colonel Angelo, the government resident of Roebourne at the time, later wrote of this incident:  'accounts differ as to what actually happened but it is almost certain that from sixty to seventy natives there and then paid the extreme penalty. When I visited the scene a couple of years ago human bones were still to be found although over fifty years had elapsed since the massacre...The terrible vengeance meted out by the enraged diggers on that occasion has indeed proved a salutary lesson to the East Kimberley Blacks' (Angelo, 1948, p 38 cited in Owen, 2016, pp 231-233).",-17.442,128.122,1888-07-01,1888-09-30,"<i>NTTG</i>, August 18, 1888 <a href=""http://nla.gov.au/nla.news-article3313470"">http://nla.gov.au/nla.news-article3313470</a>; <i>Eastern Districts Chronicle</i>, October 13, 1888, p 2 <a href=""https://trove.nla.gov.au/newspaper/article/148605424/18172060"">https://trove.nla.gov.au/newspaper/article/148605424/18172060</a>; <i>Daily News</i> September 5, 1929, p 6<a href=""https://trove.nla.gov.au/newspaper/article/79213432/7807983"">https://trove.nla.gov.au/newspaper/article/79213432/7807983</a>; Durack, 1936, pp 35-36; Angelo, 1948; Clement, 1989, p 8; Clement and Bridge, 1991, p 46; Owen and Choo, 2003, pp 135-142; Owen, 2016, pp 231-233.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=898,2024-06-01 00:06:21,2024-11-17 15:29:54,898,Kija,WA,WA,Halls Creek - East Kimberley,July- September  1888,Day,Aboriginal or Torres Strait Islander People,35,,Colonists,0,"Settler(s), Stockmen/Drover(s), Police, Pastoralist(s)",Horse,Reprisal,"Revolver(s), Winchester(s)",***,Reprisal for the killing of teamster George Barnett,35-150,,George Barnett,,,124,34,14,Kimberley East,Early,Kimberley East: Early,North West,North
194,td0d48,1336,"Newry Station, Keep River, East Kimberley/ Northern Territory",Site,"Jack Sullivan explained: 'I lived on the Keep river, which goes right from the coast to Newry Station. There were all Gadjerong people along the coast until the white men shot them. Half of them died and some of the young men were brought into the stations to quieten them and to learn the horses, like me. All the Gadjerong people were taken out of their country or were put on the stations or were killed' (Shaw, 1983, p 35).",-15.069,129.141,1890-01-01,1899-12-31,"Shaw, 1983, p 35; Owen, 2016, p 335.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=910,2024-06-01 00:06:21,2024-11-17 15:29:54,910,Mirrawong Gadjerong,WA,WA,East Kimberley,1890s,Day,Aboriginal or Torres Strait Islander People,40,,Colonists,0,,Horse,Opportunity,"Revolver(s), Winchester(s)",**,Removal of Aboriginal people from Cattle stations,40 to 60,,,,,95,35,14,Kimberley East,Early,Kimberley East: Early,North West,North
201,td0d5a,1336,Ruby Plains - East Kimberley,Site,"<i>Ruby Plains Massacre 1</i> is a painting by Rover Thomas. ""It relates the story of a massacre in which the station owner shot dead several Aboriginal men in retaliation for the killing of a bullock. Some days later, Aboriginal stockmen were drawn to the killing site by crows circling above and found the decapitated heads of the men in a hollow tree trunk. Thomas depicted this on the right of the painting, one of the few figurative elements in any of his works. The stockmen left the station in protest and, without labour, it was forced to close. This incident was part of the pattern of frontier violence in the region, from when settlers arrived in the East Kimberley in the 1880s in pursuit of gold and pastoral land, through to the 1930s. Aboriginal people were denied access to their country, as well as food and water resources. Killing cattle was a strategy to repel the invaders, as well as a food source. Such resistance from Aboriginal people was met with shocking violence, euphemistically described as 'dispersal'. These stories were well known and preserved via oral history among Aboriginal people."" (Thomas, 1995).",-18.594,127.641,1890-01-01,1899-12-31,"Thomas, 1985, <i>AWM</i>, <a href=""https://www.awm.gov.au/collection/C2148046"">https://www.awm.gov.au/collection/C2148046</a>",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=920,2024-06-01 00:06:21,2024-11-17 15:29:54,920,"Kitja, Jaru",WA,WA,East Kimberley,1890s,Day,Aboriginal or Torres Strait Islander People,10,Aboriginal,Colonists,0,,Horse,Reprisal,Rifle(s),**,Reprisal for alleged cattle killing,,,,,,94,34,14,Kimberley East,Early,Kimberley East: Early,North West,North
233,td0dbe,1336,Mistake Creek,Site,"Austin (1992, p 17) and Shaw and McDonald (1978, p 130) relate oral histories of how 60 Aboriginal men were in chains under police escort from the Victoria River region to Wyndham for alleged cattle stealing. At Mistake Creek, police received a telegraph instructing them to release the prisoners because the culprit (who allegedly killed one bullock) had been found elsewhere. Police shot the prisoners and burnt the bodies.",-17.109,129.043,1890-01-01,1890-12-31,"Austin, 1992, p 17; Shaw & McDonald, 1978, p 130. See also Lewis, 2018, p 291.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=723,2024-06-01 00:06:22,2024-11-17 15:29:54,723,Malngin and Nyinin,SA,NT,Gordon Creek and Wyndham,about 1890,Day,Aboriginal or Torres Strait Islander People,60,Warrior(s),Colonists,0,Mounted Police,Horse,Opportunity,Firearm(s),***,0,,Mistake Creek,,,,108,34,14,Kimberley East,Early,Kimberley East: Early,North West,North
413,td0d5f,1336,Warlupany - East Kimberley,Site,"Jack Britten – Warlupany

Jack Britten told Helen Ross: 'And Warlupany, I never tell you this for Warlupany, just the other side of Violet Valley. That's the other place they bin catch em again, big mob of people.

They reckon 'oh lightning knocking em now, they shooting them everywhere.' Some fella come up cry with that dead body, he lay top of that dead bodies again, all that. Just other side of Violet Valley. Bamboo we call it, Bamboo Creek. Just off Koondooloo River, well Spring Creek now, right up at head of it, by the hills. That hill come around right round close up la Violet Valley. End of the river. Some people bin getting shot there, everywhere. They don't know whats coming. They didn't know what to get away or just…[end]' (Jack Britten cited in Ross and Bray, 1989, p 16).",-17.332,127.883,1890-01-01,1899-12-31,"Ross and Bray, 1989, p 16; Ryan, 2001, pp 71-75.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=923,2024-06-01 00:06:21,2024-11-17 15:29:54,923,"Worla, Kitja",WA,WA,East Kimberley,1890s,Day,Aboriginal or Torres Strait Islander People,10,,Colonists,0,,Horse,Opportunity,Rifle(s),**,Removal of Aboriginal people from Cattle stations,10-20,,,,,124,34,14,Kimberley East,Early,Kimberley East: Early,North West,North
289,td0c9e,1336,Collins Creek,Site,"Following the spearing death of Police Trooper Joe Collins at the Behn River in July 1893, in which at least 23 Aboriginal people were killed, Lewis (2021, p 528) wrote: 'There was another slaughter of Aborigines on or near Waterloo after the spearing of Constable Collins in 1893...Not satisfied with the killing of 23, a large party of police and bushmen went out again to arrest or disperse other Aborigines in the region. Over the next two months they travelled 678 miles and shot another 30 men.'",-16.528,129.219,1893-09-18,1893-11-30,"Lewis, 2021, p 528.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=1050,2024-06-01 00:06:20,2024-11-17 15:29:53,1050,"Ngarinman, Bilinara",SA,NT,Victoria River,1893,Day,Aboriginal or Torres Strait Islander People,30,Aboriginal,Colonists,0,"Mounted Police, Pastoralist(s)",Horse,Reprisal,Firearm(s),***,Trooper Joe Collins at the Behn River,men,,Mounted Constable Collins,"1893: Behn River reprisals, WA/NT",,118,38,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
404,td0d37,1336,Behn River near Rosewood station - East Kimberley,Site,"In a police raid on September 18, 1893 on an Aboriginal camp for those suspected of 'cattle killing' along the Behn River near Rosewood Station Trooper Joe Collins was speared. In retaliation police recorded shooting twenty-three Mirriwong people in this ambush although the actual figure may have been higher (<i>The Daily News</i>, September 27, 1893, p 2). The publicised killing of this many Aboriginal people sparked an outcry in Perth in which the Catholic Bishop of Perth [Bishop Mathew Gibney] publicly denounced the killing of Aboriginal people in the Kimberley: 'In the affair on the Behm [sic] River, therefore, the troopers had the game in their own hands. And on their own showing, brutally did they use their advantage. It is not credible for a moment that the natives obstinately stood their ground and threw futile spears until the whole twenty-three had fallen... it is perfectly clear that in this case the choice was not given them. Some were slain fighting; but some, at least certainly ran, and were not these followed up and deliberately shot down as they ran? This was hardly so much a fight as a battue a massacre.…The story of their accusers we have heard but their defence we shall never hear' (<i>The Western Australian Record</i>, October 5, 1893, p 7-8).

Lewis (2021, p 528) wrote: 'There was another slaughter of Aborigines on or near Waterloo after the spearing of Constable Collins in 1893. When Collins and Constable Lucanus were on patrol from Wyndham they visited P.B. Durack's station on the Behn River. Durack showed them where the blacks had killed fourteen bullocks and used the tails as fly whisks. The constables got onto the trail of ""half a hundred bucks, and no gins"". As they followed the tracks they discovered more dead cattle and two dead horses. They came upon the camp in the morning and Collins was speared in the stomach. One account says he died within half an hour and was buried on the spot (Lucanus, Daily News [Perth], 5-9-1929: 6), but another says he died the following day (Northern Territory Times, 20-10-1893). Twenty-three Aboriginal men are said to have been shot in the minutes after Collins was speared (Northern Territory Times, 10-11-1893).'",-16.457,129.003,1893-09-18,1893-09-18,"<i>The Daily News</i>, September 27, 1893, p 2, <a href=""https://trove.nla.gov.au/newspaper/article/77380675/7823132"">https://trove.nla.gov.au/newspaper/article/77380675/7823132</a>; <i>The Western Australian Record</i>, October 5, 1893, p 7, <a href=""https://trove.nla.gov.au/newspaper/article/211985512/22978455"">https://trove.nla.gov.au/newspaper/article/211985512/22978455</a>;  <i>NTTG</i>, October 20, 1893, p 3 <a href=""http://nla.gov.au/nla.news-article3325314"">http://nla.gov.au/nla.news-article3325314</a>; CSO, 'Encounter with native offenders in East Kimberley District H. Collins killed in. Reporting, - Sub Inspector Drewry, 'Journal of a trip by Sergt Brophy and party in pursuit of natives who are killing cattle on the Ord Osmand and other rivers, Correspondence from Commissioner Phillips, J, 28 September 1893, SROWA, AN 24, 527, File 90/1894; Lewis 2012; Owen and Choo, 2003, pp 135-145; Owen, 2016, pp 347-350; Lewis, 2021, p 528.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=900,2024-06-01 00:06:21,2024-11-17 15:29:54,900,"Mirriwong, Kitja, Jaru",WA,WA,Halls Creek - East Kimberley,18/09/1893,Day,Aboriginal or Torres Strait Islander People,23,Aboriginal,Colonists,1,"Police, Aboriginal Assistant(s)",Horse,Reprisal,"Revolver(s), Winchester(s)",***,Reprisal for (1) cattle killing; and (2) spearing Trooper Collins.,Mirriwong people,,PC Joe Collins,"1893: Behn River reprisals, WA/NT",Police Trooper Joe Collins,118,38,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
187,td0d39,1336,Ord River - East Kimberley,Site,"'On the 18th September, whilst police were endeavoring to arrest some natives for horse and cattle killing, Constable Collins was speared through tho body. He died next day and was buried on the spot, on the Bow River, 110 miles from Wyndham.' (<i>The Daily News</i>, September 27, 1893, p 2) Police reports indicate that after PC Collins' death, a large-scale punitive expedition was sent out to catch Collins' killers. It comprised Sergeant Brophy, PCs Rhatigan, McCarthy and Lucanus, and native assistants Rocket, Willie, Mickey and Dickey. Over nearly two months from 1 October to 24 November 1893 they travelled 1091 kilometres and, as their reports indicate, shot thirty Aboriginal people (SROWA, AN 24, Cons. 527, File 90/1894). This patrol consisted of incidents such as this: On 14 October 1893 Sgt Brophy who was in charge of a police patrol reported killing four men and catching 'a few old men and women who could not run away' and instructed his native assistant to tell them that if they kept killing cattle or breaking insulators on the telegraph line 'all the natives would either be shot or put in gaol'. The following day the police patrol came across another group along the Ord River and because he 'could plainly see that the natives intend to fight it out', six more who he wrote were 'notorious cattle killers' were killed. On 19 October four more were killed. On 23 October 1893 the patrol discovered a group camped whom Brophy described as 'the most treacherous in the district'. Each officer took thirty rounds of ammunition and they waited until daybreak to raid the camp. In the dawn raid the 'women and children ran away' but all the men took to the rock hideaway with spears. Brophy wrote: 'It was not until 10 were shot dead that they made any attempt to run away. In all my experience with natives I have never known them to make such plucky and determined fight as those blacks' (SROWA, AN 24, Cons. 527, File 90/1894). From July 1893 (when Trooper Collins was killed) to 24 November 1893 police recorded shooting and killing at least eighty-one Aboriginal people.",-15.494,128.354,1893-10-01,1893-11-24,"CSO, 'Journal of a trip by Sergt Brophy and party in pursuit of natives who are killing cattle on the Ord, Osmand and other rivers 1 October 1893–24 November 1893', SROWA, AN 24, Cons. 527, File 90/1894; <i>The Daily News</i>, September 27, 1893, p 2 <a href=""https://trove.nla.gov.au/newspaper/article/77380675"">https://trove.nla.gov.au/newspaper/article/77380675</a>; Owen and Choo, 2003, pp 135-145; Owen, 2016, pp 348-350.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=901,2024-06-01 00:06:21,2024-11-17 15:29:54,901,"Kitja, Jaru, Mirrawong",WA,WA,East Kimberley,October-November  1893,,Aboriginal or Torres Strait Islander People,30,,Colonists,0,"Aboriginal Tracker(s), Police",Horse,Reprisal,"Revolver(s), Winchester(s)",***,Reprisal for alleged stock losses,,,,,,97,37,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
207,td0d67,1336,Blackgin Creek,Site,"Mounted Constable William Willshire, having been acquitted of a Central Australian murder at a trial in Port Augusta, was posted to the Victoria River District between 1893 and1895 where, according to Mulvaney (1990, np), he was able 'to commit mayhem at will'. 

Willshire, writing in 1896 (pp 40-41), said: 'In the month of June, 1894, we came across some tracks of natives that had been recently killing cattle on the Victoria Run…They scattered in all directions, setting fire to the grass on each side of us, throwing occasional spears, and yelling at us. It's no use mincing matters — the Martini-Henry carbines at this critical moment were talking English in the silent majesty of those great eternal rocks. The mountain was swathed in a regal robe of fiery grandeur, and its ominous roar was close upon us. The weird, awful beauty of the scene held us spellbound for a few seconds'. 

Rose (1992, p 12) quoted Lindsay Crawford, the first Manager of Victoria River Station, in 1895: '""…during the last ten years, in fact since the first white man settled here, we have held no communication with the natives at all, except with the rifle. They have never been allowed near this station or the outstations, being too treacherous and warlike""'. 

The Gurindji referred to massacres on their land in their 1967 petition to the Governor-General following the Wave Hill Walkoff. Zach Hope, reporting in the Northern Territory News, 19 Aug 2016 (p 12) wrote: 'According to [Darrell] Lewis, Willshire talks of several violent encounters in his memoirs Land of the Dawning. One of those encounters was at Black Gin Creek, not far from Tartarr...'.",-17.065,129.987,1894-06-01,1894-06-05,"Roberts 2009; Willshire, 1895, pp 40-41; Morrison, <a href=""https://australianfrontierconflicts.com.au/"">https://australianfrontierconflicts.com.au/</a>;  Hope, NT News, 19 Aug 2016, p 12 'Bones tell of past steeped in horror'; D. J. Mulvaney, 'Willshire, William Henry (1852–1925)', Australian Dictionary of Biography, Vol 12, 1990; Meakins, 2017, pp 75-77; Rose, 1992, p 12.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=927,2024-06-01 00:06:21,2024-11-17 15:29:54,927,"Ngarinman, Bilinara",SA,NT,Gordon Creek,1894,Dawn,Aboriginal or Torres Strait Islander People,20,,Colonists,0,Police,Horse,Reprisal,Martini-Henry Rifle(s),***,0,,"Lartajarni, near Tartarr.",,,,101,38,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
414,td0d69,1336,Wickham River,Site,"Mounted Constable William Willshire wrote in 1895 (p 43): 'Whilst tracking some natives who had been killing cattle on the Victoria Run in August 1894, we came upon them camped in a gorge off the north bank of the River Wickham. The war cry sounded through the tribe, and they picked up their spears and commenced climbing the precipitous sides. As there was no getting away the females and children crawled into rocky embrasures, and there they remained. When we had finished with the male portion, we brought the black gins and their offspring out from their rocky alcoves'. 

Rose (1992, p 12) noted, quoting Lindsay Crawford, the first Manager of Victoria River Station in 1895: '…during the last ten years, in fact since the first white man settled here, we have held no communication with the natives at all, except with the rifle. They have never been allowed near this station or the outstations, being too treacherous and warlike'.",-16.785,130.352,1894-08-01,1894-08-30,"Willshire, 1895, p 43; Rose, 1992, p 12.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=928,2024-06-01 00:06:21,2024-11-17 15:29:54,928,"Ngarinman, Bilinara",SA,NT,Gordon Creek,15 August 1894,Midday,Aboriginal or Torres Strait Islander People,35,Warrior(s),Colonists,0,Police,Horse,Reprisal,Martini-Henry Rifle(s),***,0,,Yarralin,,,,101,38,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
313,td0cee,1336,"Chinese Garden, King River",Site,"The Daily News reported that 'A Chinese gardener living at King River, 12 miles from town, reported to Sargeant Wheatley, yesterday morning, that on returning from his garden on the evening preceeding he found the natives in possession of his hut. He fired two shots, and then rode to town. Seargeant Wheatley, Constable Cadden and two native assistants left immediately, and on reaching the garden at daybreak the Sergeant found the shanty ransacked. The tracks showed the presence of six natives. On tracking them up the police saw a mob of fifty blacks on the banks of the King River. The police dispersed the mob and returned to Wyndham. The King River natives are dangerous and are getting bolder, and it is expected that there will be further depredations' (<i>The Daily News</i>, 24 Sep 1894, p 3).",-15.688,128.09,1894-09-21,1894-09-21,"<i>The Daily News</i>, 24 Sep 1894, p 3 <a href=""https://trove.nla.gov.au/newspaper/article/76470459"">https://trove.nla.gov.au/newspaper/article/76470459</a>.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=1097,2024-06-01 00:06:21,2024-11-17 15:29:53,1097,"Yiiji, Ngarinyin",WA,WA,East Kimberley,,,Aboriginal or Torres Strait Islander People,6,Aboriginal,Colonists,0,Police,Horse,Reprisal,Rifle(s),*,,,,,,,97,37,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
406,td0d3d,1336,"Ivanhoe Station, East Kimberley",Site,"Official records are missing. Owen summarises as follows, quoting Wheatley's description of the massacre, 'The occurrence book for Wyndham Station states that in November 1895 a large police party had been ordered to undertake a bush patrol [to locate alleged cattle killers] . . . The police party consisted of Rhatigan, Sergeant Wheatley, four native assistants (Mickey, Willy, Joe and Bubby) and thirteen horses. Sergeant Wheatley's private notebook, curiously the only surviving record of this event, describes how the police party left Wyndham on 6 November [1895], arrived at Ivanhoe Stud Station on 9 November [1895] and, after tracking until 11 November, found a group [of Aboriginal people] deemed responsible for cattle killing. Sergeant Wheatley described the scene: ""Left camp at 6.30am and followed the tracks and came upon the natives in a large lagoon, the assistants told them to come out of the water and reeds, two of them came which we arrested[. T]he rest of them tried to escape but in doing so we fired on them killing twenty men[,] the women and children making good their escape. The two we arrested shewed [sic] us where they killed the cattle and told us they had killed plenty[;] the following are the names of the two we arrested[:] Ginnare, Cunbiliger"" (Owen, pp. 361-362).",-15.804,128.7,1895-11-11,1895-11-11,"'Private diary of Sergeant Thomas Wheatley during police patrols from Wyndham from 6 November to 23 December 1895', [Wheatley Manuscript], 11 November 1895, Battye Library, Cons.1266A, Manuscript; Owen 2016, pp 361-362.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=904,2024-06-01 00:06:21,2024-11-17 15:29:54,904,"Kitja, Mirrawong",WA,WA,Wyndham - East Kimberley,11 November 1895,Day,Aboriginal or Torres Strait Islander People,20,,Colonists,0,"Police, Aboriginal Assistant(s)",,Reprisal,"Snider(s), Revolver(s), Winchester(s)",***,Reprisals for alleged cattle killing.,20,,,,,97,37,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
407,td0d3f,1336,"Ivanhoe Station and Lisadell Station, East Kimberley",Site,"Police reports document an East Kimberley police patrol from 22 November 1895 until 24 December 1895 that included Sergeant Wheatley, PC Rhatigan, four native assistants (Mickey, Willy, Joe and Bubby). A telegram from Inspector Orme to the commissioner of police indicates the patrol shot the entire group of Aboriginal people they came across: 'Returned today[,] met police party about eighty miles from here[,] they have had most successful trip. [T]ribe recently killing at Durack Bros Ivanhoe Stud Station thoroughly dispersed not one escaping. Durack Bros reports no killing on Argyle Downs station[.] Sergt Wheatley met Halls Creek police party at Lissadell station where both parties dispersed several tribes.' Estimated 20-40 killed (SROWA, AN 24, Cons.527, File 823/1895All CSO).",-16.628,128.599,1895-12-27,1895-12-27,"CSO, 'Telegram from Sub Inspector Orme to Commissioner of Police GB Phillips', Wyndham Station, 15 December 1895, SROWA, AN 24, Cons.527, File 823/1895. See also Telegram dated 27 December 1895. Const. Inglis and party 'dispersed several tribes on Lissadell and Ord River Stations', CSO, AN 24, Cons.527, File 823/1895. Owen, 2003, pp 360-364.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=905,2024-06-01 00:06:21,2024-11-17 15:29:54,905,Mirrawong Gadgerong,WA,WA,Wyndham - East Kimberley,27 December 1895,Day,Aboriginal or Torres Strait Islander People,20,,Colonists,0,Police,Horse,Reprisal,Rifle(s),***,Reprisal for alleged cattle killing.,20-40,,,,,98,38,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
199,td0d58,1336,Linnekar Gorge (Turner Station),Site,"David Turner told Helen Ross about a massacre at Linnekar Gorge: 'Well, we got [story] some of them people got shot la Linnekar Gorge (On former Turner Station). Kartiya [white people] bin come there to shoot blackfellas for no reason. Gather all the blackfellas and tie em up with chains. Told em blackfellas to get all the wood. Stack em on the wood heap. With the chains - started shooting the blackfellas with the chains (still on). They had a bottle of kerosene and just pour em on and burn it up' (Turner cited Ross and Bray, 1989, p 19).",-17.802,128.699,1896-01-01,1896-12-31,"Turner cited in Ross and Bray, 1989, p 19.",https://c21ch.newcastle.edu.au/colonialmassacres/detail.php?r=919,2024-06-01 00:06:21,2024-11-17 15:29:54,919,"Kitja, Jaru",WA,WA,East Kimberley,1896,Day,Aboriginal or Torres Strait Islander People,10,,Colonists,0,,Horse,Opportunity,Incineration,**,Removal of Aboriginal people from Cattle stations,10-15,,,,,98,38,3,Kimberley East,Mid,Kimberley East: Mid,North West,North
